"","carat","cut","color","clarity","depth","table","price","x","y","z"
"6540",1.12,"Premium","D","SI2",61.2,59,4071,6.7,6.66,4.09
"33393",0.33,"Ideal","F","VVS1",60.6,59,828,4.45,4.5,2.71
"50882",0.7,"Very Good","I","VS2",60.1,57,2316,5.79,5.82,3.49
"28241",0.33,"Ideal","G","VS1",62.1,56,666,4.4,4.42,2.74
"44870",0.63,"Ideal","G","SI1",61.7,54,1628,5.52,5.56,3.42
"13588",1.21,"Very Good","G","SI2",62.8,60,5558,6.7,6.77,4.23
"32569",0.38,"Ideal","G","VS1",62.5,56,800,4.64,4.58,2.88
"34350",0.33,"Ideal","I","IF",61.2,56,862,4.46,4.49,2.74
"31947",0.3,"Premium","F","VS2",62.5,58,776,4.32,4.29,2.69
"26657",2,"Very Good","E","SI2",59.5,58,16462,8.17,8.27,4.89
"35137",0.39,"Ideal","E","VS1",59.9,57,889,4.78,4.8,2.87
"14337",1,"Premium","G","VS2",63,59,5806,6.4,6.36,4.02
"30424",0.32,"Premium","H","VVS1",61.4,58,730,4.38,4.41,2.7
"47917",0.56,"Ideal","F","VS1",61.7,56,1915,5.3,5.33,3.28
"37629",0.4,"Ideal","D","SI1",59.6,57,990,4.82,4.77,2.86
"10898",1.21,"Premium","I","VS2",62.6,59,4884,6.77,6.67,4.21
"3873",0.9,"Very Good","H","SI2",62.3,61,3481,6.15,6.17,3.84
"3735",0.35,"Ideal","J","IF",61.8,55,569,4.54,4.56,2.81
"15876",1.62,"Premium","H","SI2",63,58,6350,7.47,7.41,4.69
"37461",0.42,"Ideal","H","VVS2",62.4,56,984,4.8,4.78,2.99
"50663",0.31,"Ideal","G","VS2",61.7,55,544,4.35,4.37,2.69
"21590",1.51,"Very Good","H","SI1",62.1,59,9694,7.28,7.33,4.54
"33377",0.41,"Good","I","VVS2",63.1,56,827,4.72,4.75,2.99
"6827",1.01,"Very Good","J","VS2",59.3,59,4120,6.5,6.58,3.88
"10479",1.01,"Very Good","I","SI1",63.5,53,4794,6.32,6.4,4.04
"21054",0.31,"Premium","F","VS2",59.7,60,625,4.39,4.42,2.63
"47244",0.62,"Premium","G","VS2",61.1,59,1841,5.56,5.5,3.38
"50553",0.73,"Ideal","F","SI2",62.1,56,2276,5.77,5.8,3.59
"25508",1.26,"Ideal","E","VVS2",61.1,57,14300,7,6.98,4.27
"45307",0.3,"Ideal","D","SI1",61.9,55,524,4.32,4.34,2.68
"13473",1.01,"Very Good","D","SI1",59.7,57,5533,6.53,6.56,3.91
"1955",0.91,"Very Good","H","SI1",63,57,3087,6.1,6.19,3.87
"50356",0.61,"Ideal","F","VS1",61.9,57,2246,5.42,5.46,3.37
"44054",0.55,"Ideal","J","VS1",62.3,56,1550,5.26,5.24,3.27
"38933",0.4,"Ideal","E","VS1",62.3,56,1053,4.71,4.73,2.94
"14944",1.2,"Very Good","H","SI1",62.5,59,6019,6.66,6.72,4.18
"1661",0.75,"Premium","E","VS2",62.1,57,3024,5.9,5.79,3.63
"41373",0.51,"Very Good","G","SI1",60.3,61,1220,5.12,5.19,3.11
"19666",1.2,"Ideal","H","VS1",61.6,57,8275,6.82,6.85,4.21
"41799",0.6,"Very Good","E","SI2",63.2,60,1250,5.32,5.28,3.35
"2204",0.73,"Ideal","D","SI1",62.4,53,3140,5.82,5.79,3.62
"31253",0.46,"Ideal","F","SI2",61.5,54,758,4.98,5.01,3.07
"17944",1.7,"Premium","I","SI2",59.4,59,7250,7.83,7.75,4.63
"34037",0.43,"Ideal","H","VS1",61.2,56,850,4.87,4.9,2.99
"4305",1.01,"Very Good","H","SI2",63.4,57,3592,6.39,6.32,4.03
"21347",1.23,"Premium","F","VS1",61.3,60,9489,6.94,6.9,4.24
"17333",1.2,"Very Good","F","SI1",63.3,58,6955,6.63,6.57,4.18
"50851",0.78,"Very Good","J","VS2",63,58,2312,5.84,5.87,3.69
"45809",0.52,"Good","F","VS1",61.2,62,1710,5.12,5.05,3.11
"1866",0.7,"Ideal","E","VS2",62.6,56,3068,5.65,5.69,3.55
"21236",1.19,"Ideal","G","VVS2",60.8,55,9383,6.91,6.9,4.19
"8611",1.02,"Good","E","SI1",63.1,57,4443,6.37,6.43,4.04
"14250",1.22,"Premium","H","VS1",62.2,58,5773,6.84,6.76,4.23
"48081",0.6,"Ideal","H","VVS2",62.2,55,1931,5.38,5.43,3.36
"50892",0.7,"Premium","G","VS2",60.8,58,2317,5.75,5.8,3.51
"49038",0.52,"Ideal","G","IF",61.5,56,2055,5.16,5.21,3.19
"15315",1.32,"Good","J","VS1",62.6,62,6147,6.92,7.01,4.36
"38156",0.32,"Ideal","D","VVS2",62.2,56,1014,4.41,4.37,2.73
"45571",0.52,"Very Good","E","VS2",62.5,56,1689,5.15,5.18,3.23
"45113",0.54,"Ideal","D","SI1",61.7,55,1650,5.23,5.27,3.24
"23284",1.61,"Premium","G","SI1",62.6,58,11303,7.48,7.45,4.67
"31357",0.27,"Ideal","F","IF",61.4,57,760,4.17,4.19,2.57
"36987",0.51,"Good","H","SI2",63.7,61,964,4.99,4.96,3.17
"34014",0.3,"Good","D","VVS1",64.3,57,848,4.27,4.32,2.76
"5351",0.93,"Good","D","SI1",63.8,59,3812,6.21,6.15,3.94
"17832",1,"Good","E","VS1",60,65,7190,6.48,6.43,3.87
"51521",0.72,"Ideal","F","SI1",60.9,53,2385,5.83,5.79,3.54
"37444",0.51,"Premium","I","SI1",62.7,59,984,5.06,5.09,3.18
"45478",0.57,"Premium","F","SI1",59.5,60,1676,5.43,5.42,3.23
"3596",0.9,"Good","J","VS2",62.3,64,3423,6.09,6.17,3.82
"18500",1.15,"Premium","G","VS1",61.7,58,7535,6.73,6.7,4.14
"14684",1.29,"Premium","H","SI2",60.1,58,5924,7.02,6.95,4.2
"46643",0.3,"Premium","E","SI1",61.3,60,526,4.24,4.28,2.61
"51897",0.78,"Ideal","F","SI2",59.7,57,2431,6.01,5.98,3.58
"46761",0.5,"Very Good","E","VS1",60.9,58,1801,5.07,5.11,3.1
"26493",1.51,"Premium","G","VS2",61.3,58,16091,7.39,7.33,4.51
"28993",0.34,"Very Good","F","VS2",62.9,58,686,4.44,4.46,2.8
"10991",0.91,"Very Good","G","VVS2",62.1,60,4913,6.14,6.19,3.83
"4454",0.72,"Very Good","D","VS1",59.4,56,3619,5.85,5.9,3.49
"41635",0.32,"Ideal","J","VS2",62.1,54,504,4.44,4.38,2.74
"13065",1.16,"Ideal","H","SI1",64.2,59,5411,6.66,6.61,4.26
"50832",0.61,"Ideal","G","VS1",62.6,55,2309,5.46,5.43,3.41
"32273",0.3,"Very Good","E","VVS2",60.8,60,789,4.27,4.31,2.61
"30691",0.4,"Ideal","E","SI1",60.5,57,737,4.77,4.81,2.9
"31292",0.32,"Ideal","D","VS2",61,56,758,4.42,4.46,2.71
"53516",0.8,"Fair","H","VS2",65.3,58,2686,5.78,5.73,3.76
"24891",2,"Very Good","H","SI1",63.2,54,13320,7.97,7.88,5.01
"34667",0.31,"Premium","E","VS2",61.7,58,872,4.34,4.31,2.67
"26151",1.78,"Premium","H","VS1",60.2,59,15460,7.83,7.96,4.75
"4714",0.31,"Ideal","D","SI1",62.4,53,571,4.33,4.35,2.71
"19731",1.52,"Ideal","E","SI2",61,56,8299,7.45,7.41,4.53
"46068",0.54,"Ideal","G","SI1",61.9,55,1736,5.24,5.26,3.25
"14512",1.14,"Ideal","H","SI1",60.4,57,5861,6.78,6.83,4.11
"23806",1.67,"Very Good","I","VS1",61.6,59.1,11867,7.61,7.64,4.7
"8790",1.23,"Premium","D","SI2",58,59,4470,7.02,6.97,4.06
"21354",1.02,"Very Good","E","VVS1",62.6,56,9498,6.35,6.5,4.02
"22956",1.5,"Very Good","F","SI1",63.9,58,11004,7.12,7.16,4.56
"37022",0.33,"Premium","G","VVS2",61.7,58,965,4.42,4.39,2.72
"40904",0.47,"Ideal","I","IF",62.2,55,1178,4.99,5.01,3.11
"7391",0.33,"Very Good","E","SI1",62,60,579,4.38,4.43,2.73
"21763",1.5,"Ideal","E","SI1",61.9,57,9828,7.37,7.31,4.54
"452",0.71,"Premium","E","SI1",61.3,56,2817,5.78,5.73,3.53
"6893",1.1,"Good","I","SI1",63.1,61,4133,6.49,6.56,4.12
"40512",0.45,"Good","F","VS1",57.6,62.5,1144,5.05,5.09,2.91
"40528",0.52,"Good","G","SI1",64.3,61,1147,5.01,4.97,3.21
"30117",0.32,"Ideal","G","VS2",61.5,57,720,4.41,4.4,2.71
"12327",0.91,"Good","F","VVS2",62.6,61,5225,6.12,6.19,3.85
"53545",0.72,"Very Good","D","SI2",61.3,59,2692,5.74,5.78,3.53
"37391",0.5,"Ideal","I","SI1",62,55,982,5.08,5.11,3.16
"8662",1.16,"Very Good","H","SI2",59.6,59,4455,6.85,6.87,4.09
"5871",0.91,"Very Good","H","VS2",63.7,57,3924,6.1,6.12,3.89
"20847",1.26,"Very Good","F","VS2",61.4,59,9071,6.86,6.96,4.24
"34668",0.31,"Premium","E","VS2",62.7,58,872,4.33,4.31,2.71
"20347",1.14,"Ideal","G","VVS2",62.3,55,8743,6.64,6.72,4.18
"13436",1.03,"Ideal","G","SI1",61.6,55,5518,6.48,6.52,4
"39741",0.52,"Premium","G","SI1",58.6,62,1092,5.28,5.24,3.08
"46001",0.55,"Very Good","E","VS2",61.2,57,1725,5.22,5.27,3.21
"23648",1.52,"Very Good","H","VS2",59.7,55,11681,7.45,7.42,4.44
"7976",1.27,"Good","F","I1",59.2,64,4324,7.06,6.99,4.16
"32023",0.31,"Very Good","H","IF",61.3,55,778,4.37,4.4,2.69
"8743",0.9,"Very Good","E","SI1",61.6,57,4463,6.19,6.25,3.83
"36119",0.48,"Ideal","H","SI1",61.2,56,927,5.06,5.1,3.11
"23329",1.51,"Premium","F","SI1",62.2,58,11374,7.32,7.27,4.54
"10914",1.01,"Very Good","F","SI1",59.8,59,4890,6.39,6.43,3.83
"50971",0.31,"Very Good","H","VS1",62.4,58,544,4.28,4.34,2.69
"9944",1.01,"Ideal","H","SI2",62.4,57,4693,6.36,6.43,3.99
"48482",0.58,"Ideal","F","VS1",59.9,59,1979,5.42,5.47,3.26
"48533",0.51,"Ideal","D","VS2",61.1,56,1986,5.16,5.2,3.17
"9840",1.1,"Good","F","SI2",60.5,61,4674,6.61,6.67,4.02
"36860",0.42,"Ideal","E","VS2",61.8,57,958,4.77,4.81,2.96
"47639",0.51,"Ideal","D","VS2",61.5,55,1882,5.18,5.13,3.17
"12241",1.05,"Ideal","H","SI1",61.1,56,5200,6.52,6.58,4
"4489",1.01,"Good","G","SI2",63.6,58,3626,6.31,6.37,4.03
"53044",0.71,"Good","E","SI1",63.8,54,2606,5.66,5.72,3.63
"33743",0.31,"Ideal","F","VVS1",61.6,55,840,4.36,4.4,2.7
"36399",0.31,"Ideal","E","VS1",60.9,57,942,4.41,4.39,2.68
"39236",0.32,"Ideal","D","VVS1",61.8,56,1067,4.39,4.41,2.72
"14038",1.09,"Premium","H","SI1",59.5,58,5706,6.73,6.71,4
"29861",0.3,"Ideal","D","VS2",61.5,55,710,4.3,4.35,2.66
"17737",1.13,"Ideal","G","VS2",62.1,53,7140,6.69,6.74,4.17
"18868",1.02,"Very Good","E","VS1",60.5,60,7738,6.49,6.54,3.94
"20850",1.5,"Premium","E","SI2",63,59,9072,7.24,7.18,4.54
"24508",1.5,"Premium","G","VS2",62.5,59,12787,7.27,7.23,4.53
"52107",0.47,"Ideal","D","VVS1",62,54,2460,4.99,5.01,3.1
"30255",0.3,"Very Good","G","VVS1",60.7,56,725,4.32,4.35,2.63
"40740",0.54,"Good","E","SI2",63.4,56,1163,5.14,5.18,3.27
"23377",0.33,"Ideal","G","SI1",61.4,57,631,4.48,4.45,2.74
"14598",1.06,"Premium","H","VS2",62.6,58,5889,6.54,6.49,4.08
"32217",0.31,"Ideal","G","VVS1",61.3,56,789,4.37,4.41,2.69
"3109",0.71,"Very Good","F","VS2",63,54,3323,5.7,5.72,3.6
"39778",0.36,"Ideal","D","VS2",61.5,57,1094,4.58,4.56,2.81
"3161",0.95,"Very Good","H","SI2",59,59,3335,6.38,6.51,3.77
"10406",0.31,"Premium","D","SI2",61.5,60,593,4.34,4.31,2.66
"24903",1.5,"Premium","F","VS2",62.4,57,13333,7.38,7.29,4.58
"50327",0.58,"Ideal","E","VS1",60.8,57,2241,5.41,5.42,3.29
"36848",0.37,"Premium","F","VS2",61.2,60,957,4.63,4.59,2.82
"7109",0.92,"Very Good","D","SI2",62.4,60,4168,6.21,6.25,3.89
"767",0.76,"Ideal","E","SI1",62.7,54,2858,5.88,5.83,3.67
"12118",1.07,"Ideal","I","VS2",60.6,59,5167,6.64,6.62,4.02
"1756",0.81,"Ideal","I","SI1",61.3,56,3043,6.27,6.23,3.83
"10474",1.01,"Fair","F","VS2",66.1,61,4791,6.1,6.04,4.01
"39940",0.24,"Very Good","D","VVS1",61.9,54,492,3.99,4.02,2.48
"40893",0.51,"Premium","E","SI2",61.8,58,1177,5.08,5.11,3.15
"12988",1,"Ideal","E","SI1",62.3,55,5396,6.41,6.34,3.97
"17711",0.41,"Ideal","J","VS2",62.4,55,613,4.75,4.77,2.97
"13798",1,"Ideal","G","SI1",61,57,5622,6.47,6.44,3.94
"15788",1.02,"Ideal","H","VS1",61.4,57,6317,6.47,6.44,3.97
"16435",1.02,"Ideal","G","VS1",62.2,57,6563,6.43,6.47,4.01
"2089",0.71,"Very Good","E","VS1",59.8,58,3112,5.78,5.82,3.47
"47511",0.59,"Premium","I","IF",61.2,58,1866,5.38,5.41,3.3
"10731",0.32,"Very Good","E","VS2",61.6,58,594,4.4,4.47,2.73
"8381",0.31,"Ideal","F","VS2",62.2,56,583,4.36,4.39,2.72
"30309",0.38,"Ideal","G","VS2",60.4,57,726,4.68,4.71,2.83
"21746",1,"Very Good","E","VVS2",59.1,58,9815,6.5,6.57,3.86
"22841",1.74,"Premium","H","SI2",59.9,59,10874,7.88,7.8,4.7
"29171",0.4,"Very Good","F","SI1",59.6,58,694,4.81,4.82,2.87
"43213",0.57,"Very Good","E","SI1",62.1,58,1397,5.28,5.32,3.29
"26720",0.32,"Good","G","VS1",63.2,55,645,4.37,4.39,2.77
"32781",0.34,"Ideal","I","VVS1",61.8,56,803,4.5,4.47,2.77
"20369",1.5,"Premium","J","VVS2",61.8,60,8760,7.36,7.33,4.54
"14952",1.2,"Premium","I","VS1",62.8,56,6021,6.8,6.74,4.25
"5674",1.02,"Good","H","SI2",63.7,58,3884,6.28,6.24,3.99
"877",0.77,"Very Good","E","SI1",63.2,58,2873,5.8,5.84,3.68
"454",0.71,"Ideal","E","VS2",62.7,57,2817,5.66,5.64,3.54
"19650",1.31,"Very Good","H","VS2",60.4,58,8261,7.04,7.09,4.27
"9545",1,"Good","D","SI2",63.3,56,4620,6.35,6.38,4.03
"21162",1.23,"Premium","F","VS1",61.3,60,9319,6.9,6.94,4.24
"20611",1.53,"Premium","I","SI1",60.8,59,8911,7.54,7.49,4.57
"47658",0.32,"Premium","I","SI2",60,58,530,4.48,4.45,2.68
"45629",0.53,"Very Good","F","VS2",59.2,58,1693,5.29,5.31,3.14
"31000",0.36,"Ideal","E","VS1",61.4,56,747,4.59,4.63,2.83
"40440",0.7,"Fair","G","I1",65.3,59,1138,5.5,5.47,3.58
"48077",0.56,"Premium","E","VS1",62.6,58,1930,5.23,5.28,3.29
"2477",1,"Fair","H","SI2",64.4,57,3192,6.35,6.29,4.07
"39729",0.51,"Ideal","G","SI2",61.3,58,1091,5.15,5.19,3.17
"53451",0.7,"Very Good","G","VS1",59.2,58,2676,5.8,5.83,3.44
"13889",1.28,"Very Good","I","SI2",62.6,58,5654,6.87,6.89,4.32
"4006",0.9,"Very Good","F","SI2",60.3,57,3519,6.27,6.34,3.8
"24280",1.72,"Premium","I","VVS2",62.7,58,12509,7.6,7.54,4.75
"50324",0.71,"Good","G","SI1",64.1,58,2240,5.6,5.63,3.6
"44887",0.5,"Very Good","E","VS2",60,63,1629,5.12,5.08,3.06
"45008",0.46,"Ideal","D","VS1",62.6,56,1637,4.92,4.95,3.09
"13962",1.02,"Ideal","H","VS2",62,55,5683,6.47,6.44,4
"11652",1.01,"Very Good","H","VS1",59.6,58,5055,6.46,6.5,3.86
"37635",0.4,"Premium","D","SI1",61.4,56,990,4.83,4.72,2.93
"34688",0.3,"Ideal","F","IF",61.8,55,873,4.31,4.33,2.67
"2321",0.7,"Ideal","H","IF",62.2,55,3167,5.68,5.71,3.54
"47641",0.23,"Very Good","D","VVS1",62.5,58,530,3.94,3.96,2.47
"53799",0.72,"Ideal","D","SI1",61.6,55,2731,5.75,5.8,3.56
"16933",1.28,"Premium","I","VS2",61.7,60,6762,7.05,6.95,4.32
"1303",0.75,"Ideal","D","SI1",62.3,57,2954,5.8,5.83,3.62
"17066",0.32,"Very Good","G","SI1",63.5,56,612,4.38,4.35,2.77
"45937",0.51,"Very Good","F","VS1",63.3,59,1722,5.09,5.12,3.23
"28607",0.3,"Premium","E","SI1",61.3,60,675,4.31,4.27,2.63
"50757",0.56,"Ideal","G","IF",61.7,55,2298,5.29,5.34,3.28
"47930",0.56,"Ideal","E","VS2",60.7,57,1915,5.34,5.31,3.23
"7076",0.33,"Very Good","H","VS1",60,61,579,4.48,4.52,2.7
"13442",1.06,"Premium","H","VS2",60.7,59,5520,6.61,6.57,4
"46101",0.55,"Ideal","E","VS2",62.2,54,1741,5.29,5.26,3.28
"48142",0.71,"Ideal","J","SI1",61.4,56,1940,5.75,5.78,3.54
"46926",0.52,"Ideal","G","VS1",60.9,55,1815,5.22,5.16,3.16
"12041",0.34,"Very Good","E","SI1",63,55,596,4.42,4.47,2.8
"24787",1.51,"Premium","G","VS2",60.8,60,13157,7.42,7.38,4.5
"28277",0.25,"Ideal","G","SI1",62.3,53,363,4.06,4.09,2.54
"26343",0.32,"Ideal","G","VS1",61.2,56,645,4.41,4.45,2.71
"22542",1.02,"Premium","D","VVS2",61.4,58,10580,6.43,6.46,3.96
"14785",1.28,"Premium","H","SI2",61.9,56,5949,7.02,6.94,4.32
"28125",0.36,"Very Good","D","SI1",60.4,58,663,4.6,4.64,2.79
"19349",1.88,"Good","J","SI2",57.9,59,8048,8.16,8.11,4.71
"17366",1.01,"Good","E","VS2",63.9,59,6968,6.34,6.31,4.04
"2178",1,"Fair","E","SI2",66.6,59,3136,6.07,6.01,4.02
"4581",0.93,"Very Good","J","VS1",63,53,3651,6.22,6.26,3.93
"7682",1.03,"Premium","H","SI1",62.4,58,4274,6.5,6.42,4.03
"12126",1.02,"Premium","G","SI1",61.7,58,5169,6.47,6.37,3.96
"46576",1,"Fair","J","I1",65,59,1784,6.27,6.17,4.05
"30579",0.31,"Ideal","D","VS2",62.1,55,734,4.31,4.32,2.68
"37203",0.34,"Ideal","G","IF",61.2,56,974,4.53,4.55,2.78
"17070",0.32,"Very Good","D","SI2",63.4,56,612,4.38,4.36,2.77
"16837",1.26,"Ideal","H","SI1",61,56,6715,7,7.04,4.28
"29534",0.3,"Very Good","F","VS1",59.8,59,704,4.3,4.43,2.61
"50001",0.57,"Ideal","F","VS1",61,56,2193,5.36,5.4,3.28
"51985",0.25,"Very Good","F","VVS2",63,57,548,3.98,4.08,2.54
"48649",0.34,"Premium","I","VS1",61,60,537,4.48,4.51,2.74
"37906",0.41,"Ideal","D","VS2",61.9,56,1007,4.77,4.8,2.96
"51906",0.73,"Ideal","E","SI2",61,57,2434,5.81,5.87,3.56
"23696",1.51,"Premium","D","SI1",62.5,60,11760,7.27,7.23,4.54
"747",0.33,"Ideal","J","VS1",62.1,55,557,4.44,4.41,2.75
"14856",1.26,"Premium","I","VS2",61,59,5983,6.97,6.91,4.23
"4214",0.7,"Very Good","D","VS1",61.2,56,3567,5.68,5.75,3.5
"17654",1.21,"Very Good","H","VS2",59.1,59,7113,6.95,6.99,4.12
"14216",1.35,"Ideal","F","SI2",62.9,56,5761,7.05,7.03,4.43
"39209",0.54,"Ideal","F","SI2",61.8,56,1065,5.26,5.29,3.26
"8596",1.03,"Ideal","E","SI2",62.5,56,4441,6.45,6.48,4.04
"16487",1.29,"Premium","H","SI1",61.6,57,6588,7.02,6.97,4.31
"24968",1.57,"Ideal","G","VS1",61.9,55,13462,7.53,7.47,4.64
"52752",0.7,"Fair","D","VS2",65.2,59,2560,5.58,5.55,3.63
"19111",1.21,"Very Good","F","SI1",60.2,60,7877,6.92,6.96,4.18
"19935",1.22,"Ideal","G","VS2",59.9,56,8485,7.01,6.97,4.19
"42010",0.59,"Premium","H","SI1",61.9,59,1265,5.43,5.34,3.33
"13487",1.04,"Good","G","VS2",61.4,65,5535,6.53,6.47,3.99
"620",0.71,"Premium","F","VS1",62.7,59,2839,5.7,5.62,3.55
"43517",0.58,"Very Good","E","SI1",61.5,58,1424,5.31,5.36,3.28
"34051",0.36,"Ideal","D","SI1",62.1,56,851,4.58,4.53,2.83
"10099",1.22,"Ideal","I","SI2",60.7,57,4714,6.92,6.88,4.19
"26691",0.28,"Very Good","H","VS1",61.9,56,429,4.22,4.24,2.61
"16849",1,"Ideal","E","VS2",62.8,57,6720,6.37,6.34,3.99
"22784",1.04,"Ideal","F","VVS2",61.6,57,10804,6.47,6.51,4
"36315",0.32,"Ideal","G","VVS2",61.1,55,936,4.45,4.42,2.71
"45538",0.51,"Ideal","F","VS2",61.4,56,1687,5.16,5.13,3.16
"9835",1.01,"Good","D","SI2",63.9,57,4672,6.36,6.29,4.04
"25716",1.7,"Ideal","E","SI1",60.1,57,14623,7.71,7.74,4.64
"12981",1.11,"Ideal","H","SI1",62.5,56,5395,6.65,6.63,4.15
"7874",0.9,"Very Good","H","VS1",62.9,58,4309,6.06,6.12,3.83
"38131",0.3,"Very Good","G","VVS1",63.4,56,1013,4.31,4.27,2.72
"24383",0.38,"Ideal","F","I1",62.5,57,638,4.64,4.61,2.89
"44187",0.51,"Premium","D","SI1",60.1,60,1569,5.15,5.17,3.1
"43778",0.53,"Good","H","IF",61.2,65,1440,5.16,5.27,3.19
"23619",1.79,"Ideal","H","SI2",61.5,56,11643,7.77,7.81,4.79
"19157",1.02,"Ideal","F","VS1",61.5,56,7916,6.47,6.5,3.99
"36318",0.32,"Ideal","G","VVS2",61.7,57,936,4.44,4.41,2.73
"26001",1.54,"Very Good","G","VVS2",61.1,55,15225,7.5,7.53,4.59
"49806",0.73,"Fair","F","SI2",53.4,65,2164,6.19,6.15,3.3
"32811",0.34,"Ideal","D","VS2",62.3,55,805,4.45,4.48,2.78
"20587",1.28,"Very Good","G","VS1",59.2,57,8895,7.05,7.13,4.2
"53075",0.71,"Ideal","D","SI2",61.5,56,2610,5.74,5.78,3.54
"4999",1.08,"Good","J","SI2",63.2,59,3742,6.4,6.57,4.1
"6046",0.32,"Ideal","E","SI2",62.7,57,576,4.37,4.34,2.73
"15294",1.17,"Ideal","G","VS2",61.5,57,6139,6.86,6.8,4.2
"46834",0.67,"Premium","F","SI1",61.3,59,1809,5.65,5.63,3.46
"4608",1.09,"Premium","I","SI1",62.7,60,3662,6.57,6.51,4.1
"8520",1.04,"Very Good","I","SI1",61.9,58,4426,6.45,6.47,4
"14041",0.31,"Very Good","F","VS2",61.1,58.1,605,4.33,4.37,2.66
"47134",0.7,"Very Good","H","SI1",62.6,57,1830,5.64,5.7,3.55
"32290",0.26,"Good","F","VS1",58,58,453,4.2,4.25,2.45
"41431",0.38,"Premium","G","IF",62.5,60,1227,4.64,4.61,2.89
"6302",0.9,"Premium","G","VS2",61,58,4022,6.2,6.13,3.76
"36787",0.34,"Premium","E","VS2",58.8,59,956,4.59,4.56,2.69
"43319",0.51,"Premium","E","SI1",61.2,61,1402,5.16,5.13,3.15
"41825",0.51,"Very Good","H","VS2",59.8,57,1251,5.22,5.25,3.13
"36677",0.33,"Premium","E","VVS2",61.3,59,950,4.47,4.44,2.73
"12012",1.09,"Ideal","H","SI1",61.4,57,5149,6.66,6.6,4.07
"19409",1.5,"Premium","E","SI2",61.5,59,8064,7.3,7.23,4.47
"23041",1.57,"Ideal","H","SI1",62.4,56,11068,7.42,7.45,4.64
"29065",0.4,"Good","E","SI1",63.3,56,687,4.68,4.74,2.98
"52521",0.7,"Ideal","F","SI1",61.8,56,2528,5.68,5.75,3.53
"35817",0.31,"Ideal","F","IF",62.3,54,914,4.37,4.39,2.73
"47517",0.53,"Ideal","G","VVS2",61.9,54,1867,5.2,5.23,3.23
"12043",0.4,"Good","I","SI1",63.2,54,596,4.67,4.69,2.96
"41432",0.51,"Premium","F","SI2",61.1,59,1227,5.15,5.09,3.13
"52187",0.75,"Ideal","G","SI1",62.2,57,2478,5.84,5.8,3.62
"17897",1.01,"Very Good","G","VVS2",59.7,59,7226,6.5,6.56,3.9
"30918",0.34,"Ideal","E","VS2",62.1,54,745,4.5,4.52,2.8
"29010",0.34,"Very Good","H","VVS2",63,55,686,4.44,4.48,2.81
"35489",0.46,"Very Good","F","SI1",60.1,57,904,5.01,5.04,3.02
"38449",0.35,"Ideal","H","IF",60.9,57,1028,4.58,4.6,2.8
"50226",0.7,"Very Good","F","SI1",60.6,58,2231,5.73,5.78,3.49
"376",0.71,"Premium","F","SI1",60.7,54,2809,5.84,5.8,3.53
"25597",1.62,"Premium","G","VS1",60.7,58,14447,7.62,7.54,4.6
"1259",0.7,"Ideal","H","VVS1",60.5,58,2947,5.76,5.81,3.5
"11642",0.88,"Very Good","F","VVS2",62,59,5052,6.09,6.13,3.79
"38168",0.34,"Ideal","G","IF",60.1,57,1014,4.54,4.58,2.74
"13243",1,"Good","D","SI1",64.9,53,5469,6.27,6.3,4.08
"53410",0.71,"Ideal","F","SI1",60.9,55,2669,5.74,5.88,3.54
"39091",0.31,"Ideal","F","IF",61.4,56,1061,4.38,4.41,2.7
"14593",1.09,"Premium","G","VS2",59.9,56,5889,6.73,6.59,3.99
"6034",0.3,"Very Good","E","VS2",62.1,62,575,4.21,4.26,2.63
"46524",0.51,"Premium","G","VS1",61.1,58,1781,5.19,5.12,3.15
"26765",1.69,"Premium","F","VS2",58.7,59,16583,7.87,7.78,4.59
"23789",1.36,"Ideal","G","VVS2",61.1,57,11848,7.14,7.2,4.38
"52411",0.52,"Ideal","E","VS1",61.4,57,2512,5.21,5.18,3.19
"7575",0.9,"Good","F","VS2",63.3,57,4253,6.04,6.09,3.84
"15348",1,"Premium","G","VS2",61.9,58,6160,6.45,6.41,3.98
"32970",0.32,"Very Good","H","SI1",62.6,55,461,4.37,4.38,2.74
"9760",1,"Very Good","D","SI2",62.5,58,4661,6.35,6.44,4
"17479",1.2,"Ideal","E","SI2",62,57,7018,6.8,6.82,4.22
"29588",0.45,"Ideal","E","SI2",61.5,55,706,4.92,4.97,3.04
"30061",0.32,"Premium","G","VS2",61.9,58,720,4.43,4.36,2.72
"21261",1.24,"Premium","F","VS2",62.2,58,9411,6.89,6.84,4.27
"47143",0.64,"Ideal","H","VS2",62.3,54,1831,5.52,5.55,3.44
"9236",1.01,"Good","H","SI1",63.3,58,4559,6.37,6.4,4.04
"38612",0.31,"Premium","J","VS2",62.3,60,488,4.34,4.29,2.69
"13295",1.06,"Very Good","F","SI1",59.6,60,5491,6.61,6.68,3.96
"23027",0.3,"Very Good","H","VVS1",61,55,631,4.35,4.39,2.66
"33628",0.33,"Premium","E","SI2",59.7,58,463,4.48,4.53,2.69
"51291",0.57,"Ideal","F","VVS2",61.5,57,2360,5.36,5.31,3.28
"29670",0.32,"Ideal","G","VS1",61.3,55,707,4.45,4.43,2.72
"2192",0.79,"Very Good","E","SI1",63.3,56.3,3138,5.85,5.88,3.71
"46613",0.51,"Ideal","D","VS2",62.7,55,1787,5.09,5.12,3.2
"44746",0.5,"Ideal","E","VS1",62.2,56,1619,5.1,5.13,3.18
